SiteID,Longitude,Latitude,Fire ID,Start Date,Year,Month,Day,Contain Date,Year,Month,Day,Type
6,-86.9053,30.47,4182,20000210,2000,2,10,20000210,2000,2,10,prescribed
7,-86.9483,30.5369,7461,20130209,2013,2,9,20130209,2013,2,9,prescribed
7,-86.9483,30.5369,67072,20200223,2020,2,23,20200223,2020,2,23,prescribed
7,-86.9483,30.5369,5406,20051203,2005,12,3,20051203,2005,12,3,prescribed
7,-86.9483,30.5369,4088,19990319,1999,3,19,19990319,1999,3,19,prescribed
7,-86.9483,30.5369,66748,20190630,2019,6,30,20190630,2019,6,30,wild
8,-86.6881,30.6603,6434,20090607,2009,6,7,20090607,2009,6,7,prescribed
8,-86.6881,30.6603,4965,20040505,2004,5,5,20040505,2004,5,5,prescribed
8,-86.6881,30.6603,7029,20110729,2011,7,29,20110729,2011,7,29,prescribed
8,-86.6881,30.6603,66766,20190727,2019,7,27,20190727,2019,7,27,prescribed
8,-86.6881,30.6603,4079,19990304,1999,3,4,19990304,1999,3,4,prescribed
8,-86.6881,30.6603,3536,19870201,1987,2,1,19870201,1987,2,1,unknown
8,-86.6881,30.6603,36309,20150325,2015,3,25,20150325,2015,3,25,prescribed
8,-86.6881,30.6603,3065,19950201,1995,2,1,19950201,1995,2,1,unknown
8,-86.6881,30.6603,3683,19790201,1979,2,1,19790201,1979,2,1,unknown
9,-86.7569,30.6467,3159,19930201,1993,2,1,19930201,1993,2,1,unknown
9,-86.7569,30.6467,3409,19890201,1989,2,1,19890201,1989,2,1,unknown
9,-86.7569,30.6467,66455,20190226,2019,2,26,20190226,2019,2,26,prescribed
9,-86.7569,30.6467,2982,19950201,1995,2,1,19950201,1995,2,1,unknown
9,-86.7569,30.6467,1166,20021230,2002,12,30,20021230,2002,12,30,prescribed
9,-86.7569,30.6467,3645,19800201,1980,2,1,19800201,1980,2,1,unknown
9,-86.7569,30.6467,7683,20140117,2014,1,17,20140117,2014,1,17,prescribed
9,-86.7569,30.6467,5779,20070219,2007,2,19,20070219,2007,2,19,prescribed
10,-86.3675,30.7017,3545,19870201,1987,2,1,19870201,1987,2,1,unknown
10,-86.3675,30.7017,4806,20031205,2003,12,5,20031205,2003,12,5,prescribed
10,-86.3675,30.7017,67106,20200229,2020,2,29,20200229,2020,2,29,prescribed
10,-86.3675,30.7017,6897,20110311,2011,3,11,20110311,2011,3,11,prescribed
11,-86.3208,30.705,4399,20010413,2001,4,13,20010413,2001,4,13,prescribed
11,-86.3208,30.705,7411,20121203,2012,12,3,20121203,2012,12,3,prescribed
11,-86.3208,30.705,4903,20040219,2004,2,19,20040219,2004,2,19,prescribed
11,-86.3208,30.705,6251,20090108,2009,1,8,20090108,2009,1,8,prescribed
11,-86.3208,30.705,36140,20141205,2014,12,5,20141205,2014,12,5,prescribed
11,-86.3208,30.705,6940,20110323,2011,3,23,20110327,2011,3,27,wild
12,-86.7198273,30.49488339,4054,19990209,1999,2,9,19990209,1999,2,9,prescribed
12,-86.7198273,30.49488339,6063,20080220,2008,2,20,20080220,2008,2,20,prescribed
12,-86.7198273,30.49488339,4910,20040228,2004,2,28,20040228,2004,2,28,prescribed
12,-86.7198273,30.49488339,5226,20050410,2005,4,10,20050410,2005,4,10,prescribed
12,-86.7198273,30.49488339,7283,20120515,2012,5,15,20120515,2012,5,15,prescribed
12,-86.7198273,30.49488339,5040,19960429,1996,4,29,19960429,1996,4,29,unknown
12,-86.7198273,30.49488339,6706,20100612,2010,6,12,20100612,2010,6,12,prescribed
12,-86.7198273,30.49488339,36152,20140724,2014,7,24,20140724,2014,7,24,prescribed
12,-86.7198273,30.49488339,66331,20190117,2019,1,17,20190117,2019,1,17,prescribed
13,-86.67034988,30.50905962,6060,20080220,2008,2,20,20080220,2008,2,20,prescribed
13,-86.67034988,30.50905962,4996,20040705,2004,7,5,20040705,2004,7,5,prescribed
13,-86.67034988,30.50905962,7133,20120108,2012,1,8,20120108,2012,1,8,prescribed
13,-86.67034988,30.50905962,3488,19880201,1988,2,1,19880201,1988,2,1,unknown
14,-86.71461412,30.51097405,4054,19990209,1999,2,9,19990209,1999,2,9,prescribed
14,-86.71461412,30.51097405,6063,20080220,2008,2,20,20080220,2008,2,20,prescribed
14,-86.71461412,30.51097405,4910,20040228,2004,2,28,20040228,2004,2,28,prescribed
14,-86.71461412,30.51097405,5226,20050410,2005,4,10,20050410,2005,4,10,prescribed
14,-86.71461412,30.51097405,7283,20120515,2012,5,15,20120515,2012,5,15,prescribed
14,-86.71461412,30.51097405,5040,19960429,1996,4,29,19960429,1996,4,29,unknown
14,-86.71461412,30.51097405,4996,20040705,2004,7,5,20040705,2004,7,5,prescribed
14,-86.71461412,30.51097405,6706,20100612,2010,6,12,20100612,2010,6,12,prescribed
14,-86.71461412,30.51097405,36327,20150424,2015,4,24,20150424,2015,4,24,prescribed
15,-86.73581533,30.46419288,6248,20081213,2008,12,13,20081213,2008,12,13,prescribed
15,-86.73581533,30.46419288,3540,19870201,1987,2,1,19870201,1987,2,1,unknown
15,-86.73581533,30.46419288,66188,20180608,2018,6,8,20180608,2018,6,8,prescribed
15,-86.73581533,30.46419288,4062,19990217,1999,2,17,19990217,1999,2,17,prescribed
15,-86.73581533,30.46419288,7224,20120312,2012,3,12,20120312,2012,3,12,prescribed
15,-86.73581533,30.46419288,4606,20020609,2002,6,9,20020609,2002,6,9,prescribed
15,-86.73581533,30.46419288,5215,20050330,2005,3,30,20050330,2005,3,30,prescribed
15,-86.73581533,30.46419288,3044,19950201,1995,2,1,19950201,1995,2,1,unknown
16,-86.7719,30.6372,6512,20091221,2009,12,21,20091221,2009,12,21,prescribed
16,-86.7719,30.6372,3407,19890201,1989,2,1,19890201,1989,2,1,unknown
16,-86.7719,30.6372,3372,19890201,1989,2,1,19890201,1989,2,1,unknown
16,-86.7719,30.6372,7424,20121231,2012,12,31,20121231,2012,12,31,prescribed
16,-86.7719,30.6372,66348,20190127,2019,1,27,20190127,2019,1,27,prescribed
16,-86.7719,30.6372,5227,20050409,2005,4,9,20050409,2005,4,9,prescribed
16,-86.7719,30.6372,36362,20150522,2015,5,22,20150522,2015,5,22,prescribed
17,-86.8586,30.4442,3898,19980310,1998,3,10,19980310,1998,3,10,prescribed
18,-86.8425,30.4389,3898,19980310,1998,3,10,19980310,1998,3,10,prescribed
19,-86.8056,30.4325,5008,19960101,1996,1,1,19960101,1996,1,1,unknown
19,-86.8056,30.4325,3956,19980413,1998,4,13,19980413,1998,4,13,wild
19,-86.8056,30.4325,4216,20000408,2000,4,8,20000408,2000,4,8,wild
19,-86.8056,30.4325,7510,20130317,2013,3,17,20130317,2013,3,17,prescribed
19,-86.8056,30.4325,6633,20100320,2010,3,20,20100320,2010,3,20,prescribed
19,-86.8056,30.4325,3619,19820201,1982,2,1,19820201,1982,2,1,unknown
19,-86.8056,30.4325,5138,20041231,2004,12,31,20041231,2004,12,31,prescribed
19,-86.8056,30.4325,3589,19830201,1983,2,1,19830201,1983,2,1,unknown
19,-86.8056,30.4325,36307,20150321,2015,3,21,20150321,2015,3,21,prescribed
20,-86.7042,30.4936,4054,19990209,1999,2,9,19990209,1999,2,9,prescribed
20,-86.7042,30.4936,6048,20080215,2008,2,15,20080215,2008,2,15,prescribed
20,-86.7042,30.4936,6727,20100807,2010,8,7,20100807,2010,8,7,prescribed
20,-86.7042,30.4936,4996,20040705,2004,7,5,20040705,2004,7,5,prescribed
20,-86.7042,30.4936,66317,20190107,2019,1,7,20190107,2019,1,7,prescribed
20,-86.7042,30.4936,7580,20130611,2013,6,11,20130611,2013,6,11,prescribed
20,-86.7042,30.4936,36327,20150424,2015,4,24,20150424,2015,4,24,prescribed
21,-86.7861,30.4517,6634,20100319,2010,3,19,20100319,2010,3,19,prescribed
21,-86.7861,30.4517,5008,19960101,1996,1,1,19960101,1996,1,1,unknown
21,-86.7861,30.4517,3588,19830201,1983,2,1,19830201,1983,2,1,unknown
21,-86.7861,30.4517,4216,20000408,2000,4,8,20000408,2000,4,8,wild
21,-86.7861,30.4517,7510,20130317,2013,3,17,20130317,2013,3,17,prescribed
21,-86.7861,30.4517,3651,19800201,1980,2,1,19800201,1980,2,1,unknown
21,-86.7861,30.4517,3404,19890201,1989,2,1,19890201,1989,2,1,unknown
21,-86.7861,30.4517,66559,20190324,2019,3,24,20190324,2019,3,24,wild
21,-86.7861,30.4517,5138,20041231,2004,12,31,20041231,2004,12,31,prescribed
21,-86.7861,30.4517,36307,20150321,2015,3,21,20150321,2015,3,21,prescribed
22,-86.8033,30.4536,6634,20100319,2010,3,19,20100319,2010,3,19,prescribed
22,-86.8033,30.4536,3956,19980413,1998,4,13,19980413,1998,4,13,wild
22,-86.8033,30.4536,66359,20190128,2019,1,28,20190128,2019,1,28,prescribed
22,-86.8033,30.4536,4216,20000408,2000,4,8,20000408,2000,4,8,wild
22,-86.8033,30.4536,7510,20130317,2013,3,17,20130317,2013,3,17,prescribed
22,-86.8033,30.4536,3404,19890201,1989,2,1,19890201,1989,2,1,unknown
22,-86.8033,30.4536,3619,19820201,1982,2,1,19820201,1982,2,1,unknown
22,-86.8033,30.4536,5138,20041231,2004,12,31,20041231,2004,12,31,prescribed
22,-86.8033,30.4536,36307,20150321,2015,3,21,20150321,2015,3,21,prescribed
23,-86.8164,30.4564,4203,20000318,2000,3,18,20000318,2000,3,18,prescribed
23,-86.8164,30.4564,3956,19980413,1998,4,13,19980413,1998,4,13,wild
23,-86.8164,30.4564,67000,20200125,2020,1,25,20200125,2020,1,25,prescribed
23,-86.8164,30.4564,6403,20090516,2009,5,16,20090516,2009,5,16,prescribed
23,-86.8164,30.4564,5042,19960101,1996,1,1,19960101,1996,1,1,unknown
23,-86.8164,30.4564,3110,19940201,1994,2,1,19940201,1994,2,1,unknown
23,-86.8164,30.4564,7506,20130316,2013,3,16,20130316,2013,3,16,prescribed
23,-86.8164,30.4564,36412,20150809,2015,8,9,20150809,2015,8,9,prescribed
23,-86.8164,30.4564,5138,20041231,2004,12,31,20041231,2004,12,31,prescribed
24,-86.8164,30.4639,3956,19980413,1998,4,13,19980413,1998,4,13,wild
24,-86.8164,30.4639,4216,20000408,2000,4,8,20000408,2000,4,8,wild
24,-86.8164,30.4639,6403,20090516,2009,5,16,20090516,2009,5,16,prescribed
24,-86.8164,30.4639,5042,19960101,1996,1,1,19960101,1996,1,1,unknown
24,-86.8164,30.4639,7506,20130316,2013,3,16,20130316,2013,3,16,prescribed
24,-86.8164,30.4639,5138,20041231,2004,12,31,20041231,2004,12,31,prescribed
24,-86.8164,30.4639,36307,20150321,2015,3,21,20150321,2015,3,21,prescribed
25,-86.8278,30.4717,4189,20000218,2000,2,18,20000218,2000,2,18,prescribed
25,-86.8278,30.4717,3956,19980413,1998,4,13,19980413,1998,4,13,wild
25,-86.8278,30.4717,38035,20160308,2016,3,8,20160309,2016,3,9,wild
25,-86.8278,30.4717,5042,19960101,1996,1,1,19960101,1996,1,1,unknown
25,-86.8278,30.4717,66145,20180513,2018,5,13,20180513,2018,5,13,prescribed
25,-86.8278,30.4717,7331,20120729,2012,7,29,20120729,2012,7,29,prescribed
25,-86.8278,30.4717,5532,20060315,2006,3,15,20060316,2006,3,16,wild
25,-86.8278,30.4717,4116,19990603,1999,6,3,19990603,1999,6,3,prescribed
25,-86.8278,30.4717,3709,19770201,1977,2,1,19770201,1977,2,1,unknown
25,-86.8278,30.4717,7508,20130309,2013,3,9,20130309,2013,3,9,prescribed
25,-86.8278,30.4717,36153,20140727,2014,7,27,20140727,2014,7,27,prescribed
25,-86.8278,30.4717,4739,20030430,2003,4,30,20030505,2003,5,5,wild
25,-86.8278,30.4717,66683,20190519,2019,5,19,20190519,2019,5,19,prescribed
25,-86.8278,30.4717,6269,20090119,2009,1,19,20090120,2009,1,20,wild
25,-86.8278,30.4717,6948,20110409,2011,4,9,20110410,2011,4,10,wild
26,-86.7175,30.4889,6063,20080220,2008,2,20,20080220,2008,2,20,prescribed
26,-86.7175,30.4889,5226,20050410,2005,4,10,20050410,2005,4,10,prescribed
26,-86.7175,30.4889,7283,20120515,2012,5,15,20120515,2012,5,15,prescribed
26,-86.7175,30.4889,5040,19960429,1996,4,29,19960429,1996,4,29,unknown
26,-86.7175,30.4889,36152,20140724,2014,7,24,20140724,2014,7,24,prescribed
27,-86.7203,30.5286,6644,20100327,2010,3,27,20100327,2010,3,27,prescribed
27,-86.7203,30.5286,4330,20010206,2001,2,6,20010206,2001,2,6,prescribed
27,-86.7203,30.5286,7151,20120121,2012,1,21,20120121,2012,1,21,prescribed
27,-86.7203,30.5286,3103,19940201,1994,2,1,19940201,1994,2,1,unknown
27,-86.7203,30.5286,7691,20140124,2014,1,24,20140124,2014,1,24,prescribed
27,-86.7203,30.5286,64144,20170114,2017,1,14,20170114,2017,1,14,prescribed
27,-86.7203,30.5286,4994,20040701,2004,7,1,20040701,2004,7,1,prescribed
27,-86.7203,30.5286,5723,20061228,2006,12,28,20061228,2006,12,28,prescribed
27,-86.7203,30.5286,6074,20080302,2008,3,2,20080302,2008,3,2,prescribed
28,-86.9297,30.5488, ,0,0,,,0,0,,, 
29,-86.9294,30.5517, ,0,0,,,0,0,,, 
30,-86.8732,30.5603,6038,20080207,2008,2,7,20080207,2008,2,7,prescribed
30,-86.8732,30.5603,4530,20020304,2002,3,4,20020304,2002,3,4,prescribed
30,-86.8732,30.5603,3915,19980322,1998,3,22,19980322,1998,3,22,prescribed
30,-86.8732,30.5603,36164,20140608,2014,6,8,20140608,2014,6,8,prescribed
30,-86.8732,30.5603,3708,19770201,1977,2,1,19770201,1977,2,1,unknown
30,-86.8732,30.5603,7117,20111227,2011,12,27,20111227,2011,12,27,prescribed
30,-86.8732,30.5603,4759,20030610,2003,6,10,20030610,2003,6,10,prescribed
31,-86.8686,30.565,65899,20171230,2017,12,30,20171230,2017,12,30,prescribed
31,-86.8686,30.565,7480,20130220,2013,2,20,20130220,2013,2,20,prescribed
31,-86.8686,30.565,4333,20010209,2001,2,9,20010209,2001,2,9,wild
31,-86.8686,30.565,6285,20090216,2009,2,16,20090216,2009,2,16,prescribed
31,-86.8686,30.565,36414,20150802,2015,8,2,20150802,2015,8,2,prescribed
31,-86.8686,30.565,5186,20050213,2005,2,13,20050213,2005,2,13,prescribed
32,-86.7291,30.6558,7317,20120723,2012,7,23,20120723,2012,7,23,prescribed
32,-86.7291,30.6558,66628,20190428,2019,4,28,20190428,2019,4,28,prescribed
32,-86.7291,30.6558,4833,20031231,2003,12,31,20031231,2003,12,31,prescribed
32,-86.7291,30.6558,3409,19890201,1989,2,1,19890201,1989,2,1,unknown
32,-86.7291,30.6558,6685,20100508,2010,5,8,20100508,2010,5,8,prescribed
32,-86.7291,30.6558,3631,19810201,1981,2,1,19810201,1981,2,1,unknown
32,-86.7291,30.6558,3161,19930201,1993,2,1,19930201,1993,2,1,unknown
32,-86.7291,30.6558,4079,19990304,1999,3,4,19990304,1999,3,4,prescribed
32,-86.7291,30.6558,5762,20070208,2007,2,8,20070208,2007,2,8,prescribed
32,-86.7291,30.6558,36377,20150702,2015,7,2,20150702,2015,7,2,prescribed
34,-86.6987,30.6602,6717,20100724,2010,7,24,20100724,2010,7,24,prescribed
34,-86.6987,30.6602,3495,19880201,1988,2,1,19880201,1988,2,1,unknown
34,-86.6987,30.6602,3159,19930201,1993,2,1,19930201,1993,2,1,unknown
34,-86.6987,30.6602,4190,20000220,2000,2,20,20000220,2000,2,20,prescribed
34,-86.6987,30.6602,7672,20140113,2014,1,13,20140113,2014,1,13,prescribed
34,-86.6987,30.6602,5445,20051221,2005,12,21,20051221,2005,12,21,prescribed
34,-86.6987,30.6602,2982,19950201,1995,2,1,19950201,1995,2,1,unknown
34,-86.6987,30.6602,5818,20070424,2007,4,24,20070424,2007,4,24,wild
34,-86.6987,30.6602,3643,19800201,1980,2,1,19800201,1980,2,1,unknown
34,-86.6987,30.6602,7714,20140303,2014,3,3,20140303,2014,3,3,prescribed
34,-86.6987,30.6602,3683,19790201,1979,2,1,19790201,1979,2,1,unknown
36,-86.3107,30.6964,4399,20010413,2001,4,13,20010413,2001,4,13,prescribed
36,-86.3107,30.6964,4903,20040219,2004,2,19,20040219,2004,2,19,prescribed
36,-86.3107,30.6964,38601,20160624,2016,6,24,20160624,2016,6,24,prescribed
36,-86.3107,30.6964,6251,20090108,2009,1,8,20090108,2009,1,8,prescribed
36,-86.3107,30.6964,7401,20121206,2012,12,6,20121206,2012,12,6,prescribed
36,-86.3107,30.6964,6940,20110323,2011,3,23,20110327,2011,3,27,wild
37,-86.3157,30.7145,6312,20090219,2009,2,19,20090219,2009,2,19,prescribed
37,-86.3157,30.7145,4588,20020430,2002,4,30,20020430,2002,4,30,wild
37,-86.3157,30.7145,3397,19890201,1989,2,1,19890201,1989,2,1,unknown
37,-86.3157,30.7145,6526,20100104,2010,1,4,20100104,2010,1,4,prescribed
37,-86.3157,30.7145,5522,20060226,2006,2,26,20060226,2006,2,26,prescribed
37,-86.3157,30.7145,3129,19940201,1994,2,1,19940201,1994,2,1,unknown
37,-86.3157,30.7145,36299,20150315,2015,3,15,20150315,2015,3,15,prescribed
37,-86.3157,30.7145,6940,20110323,2011,3,23,20110327,2011,3,27,wild
37,-86.3157,30.7145,2973,19950201,1995,2,1,19950201,1995,2,1,unknown
38,-86.315,30.718,6270,20090119,2009,1,19,20090119,2009,1,19,prescribed
38,-86.315,30.718,3397,19890201,1989,2,1,19890201,1989,2,1,unknown
38,-86.315,30.718,6729,20100809,2010,8,9,20100809,2010,8,9,prescribed
38,-86.315,30.718,3746,19970216,1997,2,16,19970216,1997,2,16,prescribed
38,-86.315,30.718,6940,20110323,2011,3,23,20110327,2011,3,27,wild
39,-86.33116869,30.69926004,5520,20060218,2006,2,18,20060218,2006,2,18,prescribed
39,-86.33116869,30.69926004,36299,20150315,2015,3,15,20150315,2015,3,15,prescribed
39,-86.33116869,30.69926004,6940,20110323,2011,3,23,20110327,2011,3,27,wild
39,-86.33116869,30.69926004,3735,19970113,1997,1,13,19970113,1997,1,13,prescribed
40,-86.536,30.5618,3626,19820201,1982,2,1,19820201,1982,2,1,unknown
40,-86.536,30.5618,3142,19930201,1993,2,1,19930201,1993,2,1,unknown
41,-86.562,30.5559,3142,19930201,1993,2,1,19930201,1993,2,1,unknown
41,-86.562,30.5559,4731,20030424,2003,4,24,20030424,2003,4,24,prescribed
41,-86.562,30.5559,5571,20060429,2006,4,29,20060429,2006,4,29,prescribed
41,-86.562,30.5559,7445,20130108,2013,1,8,20130108,2013,1,8,prescribed
42,-86.6766,30.664,6717,20100724,2010,7,24,20100724,2010,7,24,prescribed
42,-86.6766,30.664,3495,19880201,1988,2,1,19880201,1988,2,1,unknown
42,-86.6766,30.664,3159,19930201,1993,2,1,19930201,1993,2,1,unknown
42,-86.6766,30.664,4190,20000220,2000,2,20,20000220,2000,2,20,prescribed
42,-86.6766,30.664,5445,20051221,2005,12,21,20051221,2005,12,21,prescribed
42,-86.6766,30.664,3536,19870201,1987,2,1,19870201,1987,2,1,unknown
42,-86.6766,30.664,3643,19800201,1980,2,1,19800201,1980,2,1,unknown
43,-86.661,30.6716,6717,20100724,2010,7,24,20100724,2010,7,24,prescribed
43,-86.661,30.6716,4190,20000220,2000,2,20,20000220,2000,2,20,prescribed
43,-86.661,30.6716,3867,19980214,1998,2,14,19980214,1998,2,14,prescribed
43,-86.661,30.6716,5445,20051221,2005,12,21,20051221,2005,12,21,prescribed
44,-86.6499,30.675,6278,20090131,2009,1,31,20090131,2009,1,31,prescribed
44,-86.6499,30.675,3396,19890201,1989,2,1,19890201,1989,2,1,unknown
44,-86.6499,30.675,36243,20150117,2015,1,17,20150117,2015,1,17,prescribed
44,-86.6499,30.675,4751,20030524,2003,5,24,20030524,2003,5,24,prescribed
44,-86.6499,30.675,5728,20070102,2007,1,2,20070102,2007,1,2,prescribed
44,-86.6499,30.675,3868,19980214,1998,2,14,19980214,1998,2,14,prescribed
45,-86.6218,30.6793,4719,20030411,2003,4,11,20030411,2003,4,11,prescribed
45,-86.6218,30.6793,6521,20091229,2009,12,29,20091229,2009,12,29,prescribed
45,-86.6218,30.6793,5728,20070102,2007,1,2,20070102,2007,1,2,prescribed
45,-86.6218,30.6793,3964,19980420,1998,4,20,19980420,1998,4,20,prescribed
45,-86.6218,30.6793,7682,20140118,2014,1,18,20140118,2014,1,18,prescribed
46,-86.6059,30.6812,67071,20200222,2020,2,22,20200222,2020,2,22,prescribed
46,-86.6059,30.6812,4719,20030411,2003,4,11,20030411,2003,4,11,prescribed
46,-86.6059,30.6812,4122,19990621,1999,6,21,19990621,1999,6,21,prescribed
46,-86.6059,30.6812,6086,20080310,2008,3,10,20080310,2008,3,10,prescribed
46,-86.6059,30.6812,38228,20160417,2016,4,17,20160417,2016,4,17,prescribed
46,-86.6059,30.6812,2980,19950201,1995,2,1,19950201,1995,2,1,unknown
46,-86.6059,30.6812,5151,20050116,2005,1,16,20050116,2005,1,16,prescribed
46,-86.6059,30.6812,7713,20140228,2014,2,28,20140228,2014,2,28,prescribed
47,-86.5754,30.6804,4514,20020222,2002,2,22,20020222,2002,2,22,prescribed
47,-86.5754,30.6804,7500,20130312,2013,3,12,20130312,2013,3,12,prescribed
47,-86.5754,30.6804,67071,20200222,2020,2,22,20200222,2020,2,22,prescribed
47,-86.5754,30.6804,6327,20090216,2009,2,16,20090216,2009,2,16,prescribed
47,-86.5754,30.6804,38228,20160417,2016,4,17,20160417,2016,4,17,prescribed
49,-86.7351,30.4424,7733,20140315,2014,3,15,20140315,2014,3,15,prescribed
49,-86.7351,30.4424,6244,20081220,2008,12,20,20081220,2008,12,20,prescribed
49,-86.7351,30.4424,4062,19990217,1999,2,17,19990217,1999,2,17,prescribed
49,-86.7351,30.4424,3582,19840201,1984,2,1,19840201,1984,2,1,unknown
49,-86.7351,30.4424,3651,19800201,1980,2,1,19800201,1980,2,1,unknown
49,-86.7351,30.4424,5012,19960101,1996,1,1,19960101,1996,1,1,unknown
49,-86.7351,30.4424,5174,20050206,2005,2,6,20050206,2005,2,6,prescribed
51,-86.8524,30.4412,3898,19980310,1998,3,10,19980310,1998,3,10,prescribed
52,-86.8395,30.4404,5460,20060109,2006,1,9,20060109,2006,1,9,prescribed
52,-86.8395,30.4404,3902,19980311,1998,3,11,19980311,1998,3,11,prescribed
54,-86.7683,30.4709,4026,19981022,1998,10,22,19981022,1998,10,22,wild
54,-86.7683,30.4709,36003,20140412,2014,4,12,20140412,2014,4,12,prescribed
54,-86.7683,30.4709,4482,20020117,2002,1,17,20020117,2002,1,17,prescribed
54,-86.7683,30.4709,66451,20190310,2019,3,10,20190310,2019,3,10,prescribed
54,-86.7683,30.4709,5011,19960315,1996,3,15,19960315,1996,3,15,unknown
54,-86.7683,30.4709,7241,20120406,2012,4,6,20120406,2012,4,6,prescribed
54,-86.7683,30.4709,3637,19810201,1981,2,1,19810201,1981,2,1,unknown
54,-86.7683,30.4709,36209,20150125,2015,1,25,20150125,2015,1,25,prescribed
54,-86.7683,30.4709,36153,20140727,2014,7,27,20140727,2014,7,27,prescribed
54,-86.7683,30.4709,5245,20050429,2005,4,29,20050429,2005,4,29,prescribed
54,-86.7683,30.4709,3353,19900201,1990,2,1,19900201,1990,2,1,unknown
54,-86.7683,30.4709,6509,20091223,2009,12,23,20091223,2009,12,23,prescribed
55,-86.7696,30.4664,4026,19981022,1998,10,22,19981022,1998,10,22,wild
55,-86.7696,30.4664,36003,20140412,2014,4,12,20140412,2014,4,12,prescribed
55,-86.7696,30.4664,5010,19960314,1996,3,14,19960314,1996,3,14,unknown
55,-86.7696,30.4664,66451,20190310,2019,3,10,20190310,2019,3,10,prescribed
55,-86.7696,30.4664,7241,20120406,2012,4,6,20120406,2012,4,6,prescribed
55,-86.7696,30.4664,3637,19810201,1981,2,1,19810201,1981,2,1,unknown
